# y(um),z(pm)
-1.500000000000000000e+02,0.000000000000000000e+00
-1.496996996996996643e+02,0.000000000000000000e+00
-1.493993993993993854e+02,0.000000000000000000e+00
-1.490990990990990781e+02,0.000000000000000000e+00
-1.487987987987987992e+02,0.000000000000000000e+00
-1.484984984984984635e+02,0.000000000000000000e+00
-1.481981981981981846e+02,0.000000000000000000e+00
-1.478978978978978773e+02,0.000000000000000000e+00
-1.475975975975975985e+02,0.000000000000000000e+00
-1.472972972972972912e+02,0.000000000000000000e+00
-1.469969969969969839e+02,0.000000000000000000e+00
-1.466966966966966766e+02,0.000000000000000000e+00
-1.463963963963963977e+02,0.000000000000000000e+00
-1.460960960960960904e+02,0.000000000000000000e+00
-1.457957957957957831e+02,0.000000000000000000e+00
-1.454954954954954758e+02,0.000000000000000000e+00
-1.451951951951951969e+02,0.000000000000000000e+00
-1.448948948948948896e+02,0.000000000000000000e+00
-1.445945945945945823e+02,0.000000000000000000e+00
-1.442942942942942750e+02,0.000000000000000000e+00
-1.439939939939939677e+02,0.000000000000000000e+00
-1.436936936936936888e+02,0.000000000000000000e+00
-1.433933933933933815e+02,0.000000000000000000e+00
-1.430930930930930742e+02,0.000000000000000000e+00
-1.427927927927927669e+02,0.000000000000000000e+00
-1.424924924924924881e+02,0.000000000000000000e+00
-1.421921921921921808e+02,0.000000000000000000e+00
-1.418918918918918735e+02,0.000000000000000000e+00
-1.415915915915915662e+02,0.000000000000000000e+00
-1.412912912912912873e+02,0.000000000000000000e+00
-1.409909909909909800e+02,0.000000000000000000e+00
-1.406906906906906727e+02,0.000000000000000000e+00
-1.403903903903903654e+02,0.000000000000000000e+00
-1.400900900900900865e+02,0.000000000000000000e+00
-1.397897897897897792e+02,0.000000000000000000e+00
-1.394894894894895003e+02,0.000000000000000000e+00
-1.391891891891891646e+02,0.000000000000000000e+00
-1.388888888888888857e+02,0.000000000000000000e+00
-1.385885885885885784e+02,0.000000000000000000e+00
-1.382882882882882996e+02,0.000000000000000000e+00
-1.379879879879879638e+02,0.000000000000000000e+00
-1.376876876876876565e+02,0.000000000000000000e+00
-1.373873873873873777e+02,0.000000000000000000e+00
-1.370870870870870704e+02,0.000000000000000000e+00
-1.367867867867867915e+02,0.000000000000000000e+00
-1.364864864864864558e+02,0.000000000000000000e+00
-1.361861861861861769e+02,0.000000000000000000e+00
-1.358858858858858696e+02,0.000000000000000000e+00
-1.355855855855855907e+02,0.000000000000000000e+00
-1.352852852852852550e+02,0.000000000000000000e+00
-1.349849849849849761e+02,-6.186321227777380471e+00
-1.346846846846846688e+02,-6.305818771510059761e+00
-1.343843843843843899e+02,-6.425066873682875546e+00
-1.340840840840840542e+02,-6.544060817155433085e+00
-1.337837837837837753e+02,-6.662795894841151423e+00
-1.334834834834834680e+02,-6.781267409893502851e+00
-1.331831831831831892e+02,-6.899470675891809179e+00
-1.328828828828828819e+02,-7.017401017026616117e+00
-1.325825825825825461e+02,-7.135053768284647546e+00
-1.322822822822822673e+02,-7.252424275633343242e+00
-1.319819819819819884e+02,-7.369507896204993358e+00
-1.316816816816816811e+02,-7.486299998480373752e+00
-1.313813813813813454e+02,-7.602795962471937230e+00
-1.310810810810810665e+02,-7.718991179906577571e+00
-1.307807807807807592e+02,-7.834881054407955681e+00
-1.304804804804804803e+02,-7.950461001678260864e+00
-1.301801801801801730e+02,-8.065726449679624821e+00
-1.298798798798798657e+02,-8.180672838814917469e+00
-1.295795795795795584e+02,-8.295295622108145750e+00
-1.292792792792792795e+02,-8.409590265384283114e+00
-1.289789789789789722e+02,-8.523552247448710872e+00
-1.286786786786786649e+02,-8.637177060265944561e+00
-1.283783783783783576e+02,-8.750460209138090306e+00
-1.280780780780780788e+02,-8.863397212882524911e+00
-1.277777777777777573e+02,-8.975983604009247330e+00
-1.274774774774774784e+02,-9.088214928897542677e+00
-1.271771771771771711e+02,-9.200086747972221701e+00
-1.268768768768768780e+02,-9.311594635879133719e+00
-1.265765765765765707e+02,-9.422734181660356256e+00
-1.262762762762762492e+02,-9.533500988928555131e+00
-1.259759759759759703e+02,-9.643890676040955512e+00
-1.256756756756756772e+02,-9.753898876272689478e+00
-1.253753753753753699e+02,-9.863521237989484547e+00
-1.250750750750750484e+02,-9.972753424819835288e+00
-1.247747747747747695e+02,-1.008159111582649814e+01
-1.244744744744744480e+02,-1.019003000567746753e+01
-1.241741741741741691e+02,-1.029806580481625744e+01
-1.238738738738738618e+02,-1.040569423963158258e+01
-1.235735735735735688e+02,-1.051291105262640713e+01
-1.232732732732732615e+02,-1.061971200258640735e+01
-1.229729729729729684e+02,-1.072609286474764900e+01
-1.226726726726726611e+02,-1.083204943096380823e+01
-1.223723723723723680e+02,-1.093757750987254695e+01
-1.220720720720720607e+02,-1.104267292706141035e+01
-1.217717717717717534e+02,-1.114733152523284154e+01
-1.214714714714714603e+02,-1.125154916436873798e+01
-1.211711711711711530e+02,-1.135532172189416045e+01
-1.208708708708708599e+02,-1.145864509284040267e+01
-1.205705705705705668e+02,-1.156151519000741779e+01
-1.202702702702702595e+02,-1.166392794412546863e+01
-1.199699699699699664e+02,-1.176587930401610294e+01
-1.196696696696696591e+02,-1.186736523675240029e+01
-1.193693693693693660e+02,-1.196838172781853693e+01
-1.190690690690690587e+02,-1.206892478126852453e+01
-1.187687687687687514e+02,-1.216899041988434860e+01
-1.184684684684684584e+02,-1.226857468533323470e+01
-1.181681681681681511e+02,-1.236767363832431066e+01
-1.178678678678678580e+02,-1.246628335876433091e+01
-1.175675675675675507e+02,-1.256439994591285014e+01
-1.172672672672672576e+02,-1.266201951853642171e+01
-1.169669669669669503e+02,-1.275913821506224188e+01
-1.166666666666666714e+02,-1.285575219373078149e+01
-1.163663663663663499e+02,-1.295185763274788293e+01
-1.160660660660660710e+02,-1.304745073043582160e+01
-1.157657657657657495e+02,-1.314252770538377213e+01
-1.154654654654654564e+02,-1.323708479659736170e+01
-1.151651651651651491e+02,-1.333111826364743990e+01
-1.148648648648648560e+02,-1.342462438681805637e+01
-1.145645645645645487e+02,-1.351759946725358041e+01
-1.142642642642642556e+02,-1.361003982710505333e+01
-1.139639639639639626e+02,-1.370194180967562048e+01
-1.136636636636636553e+02,-1.379330177956523684e+01
-1.133633633633633622e+02,-1.388411612281444896e+01
-1.130630630630630549e+02,-1.397438124704734363e+01
-1.127627627627627618e+02,-1.406409358161367962e+01
-1.124624624624624403e+02,-1.415324957773009729e+01
-1.121621621621621614e+02,-1.424184570862050947e+01
-1.118618618618618399e+02,-1.432987846965566447e+01
-1.115615615615615610e+02,-1.441734437849170014e+01
-1.112612612612612395e+02,-1.450423997520794650e+01
-1.109609609609609606e+02,-1.459056182244376743e+01
-1.106606606606606533e+02,-1.467630650553456029e+01
-1.103603603603603602e+02,-1.476147063264677861e+01
-1.100600600600600529e+02,-1.484605083491218913e+01
-1.097597597597597456e+02,-1.493004376656104526e+01
-1.094594594594594525e+02,-1.501344610505448429e+01
-1.091591591591591452e+02,-1.509625455121597781e+01
-1.088588588588588522e+02,-1.517846582936178024e+01
-1.085585585585585449e+02,-1.526007668743054779e+01
-1.082582582582582518e+02,-1.534108389711197340e+01
-1.079579579579579445e+02,-1.542148425397449607e+01
-1.076576576576576514e+02,-1.550127457759202976e+01
-1.073573573573573583e+02,-1.558045171166982001e+01
-1.070570570570570510e+02,-1.565901252416925971e+01
-1.067567567567567437e+02,-1.573695390743180589e+01
-1.064564564564564506e+02,-1.581427277830187172e+01
-1.061561561561561433e+02,-1.589096607824887286e+01
-1.058558558558558502e+02,-1.596703077348812094e+01
-1.055555555555555429e+02,-1.604246385510088047e+01
-1.052552552552552498e+02,-1.611726233915337758e+01
-1.049549549549549425e+02,-1.619142326681487987e+01
-1.046546546546546494e+02,-1.626494370447465343e+01
-1.043543543543543421e+02,-1.633782074385811001e+01
-1.040540540540540491e+02,-1.641005150214175501e+01
-1.037537537537537418e+02,-1.648163312206728648e+01
-1.034534534534534487e+02,-1.655256277205462467e+01
-1.031531531531531414e+02,-1.662283764631386873e+01
-1.028528528528528483e+02,-1.669245496495634384e+01
-1.025525525525525410e+02,-1.676141197410452577e+01
-1.022522522522522479e+02,-1.682970594600100256e+01
-1.019519519519519406e+02,-1.689733417911635982e+01
-1.016516516516516475e+02,-1.696429399825604634e+01
-1.013513513513513402e+02,-1.703058275466622362e+01
-1.010510510510510329e+02,-1.709619782613852124e+01
-1.007507507507507540e+02,-1.716113661711375116e+01
-1.004504504504504325e+02,-1.722539655878461673e+01
-1.001501501501501536e+02,-1.728897510919729896e+01
-9.984984984984983214e+01,-1.735186975335203030e+01
-9.954954954954955326e+01,-1.741407800330254929e+01
-9.924924924924923175e+01,-1.747559739825457115e+01
-9.894894894894895288e+01,-1.753642550466306815e+01
-9.864864864864863137e+01,-1.759655991632859084e+01
-9.834834834834835249e+01,-1.765599825449239191e+01
-9.804804804804803098e+01,-1.771473816793059086e+01
-9.774774774774773789e+01,-1.777277733304711660e+01
-9.744744744744744480e+01,-1.783011345396568004e+01
-9.714714714714713750e+01,-1.788674426262054595e+01
-9.684684684684684441e+01,-1.794266751884628164e+01
-9.654654654654653712e+01,-1.799788101046636157e+01
-9.624624624624624403e+01,-1.805238255338067788e+01
-9.594594594594593673e+01,-1.810616999165193519e+01
-9.564564564564564364e+01,-1.815924119759092648e+01
-9.534534534534533634e+01,-1.821159407184071100e+01
-9.504504504504504325e+01,-1.826322654345966612e+01
-9.474474474474472174e+01,-1.831413657000338446e+01
-9.444444444444444287e+01,-1.836432213760547683e+01
-9.414414414414413557e+01,-1.841378126105726309e+01
-9.384384384384384248e+01,-1.846251198388624815e+01
-9.354354354354353518e+01,-1.851051237843356034e+01
-9.324324324324324209e+01,-1.855778054593018211e+01
-9.294294294294293479e+01,-1.860431461657208274e+01
-9.264264264264264170e+01,-1.865011274959414678e+01
-9.234234234234233440e+01,-1.869517313334301889e+01
-9.204204204204202711e+01,-1.873949398534876210e+01
-9.174174174174173402e+01,-1.878307355239535426e+01
-9.144144144144142672e+01,-1.882591011059006192e+01
-9.114114114114113363e+01,-1.886800196543162400e+01
-9.084084084084084054e+01,-1.890934745187727017e+01
-9.054054054054053324e+01,-1.894994493440859529e+01
-9.024024024024024015e+01,-1.898979280709626494e+01
-8.993993993993993286e+01,-1.902888949366353444e+01
-8.963963963963963977e+01,-1.906723344754858473e+01
-8.933933933933933247e+01,-1.910482315196573566e+01
-8.903903903903902517e+01,-1.914165711996541575e+01
-8.873873873873873208e+01,-1.917773389449299160e+01
-8.843843843843843899e+01,-1.921305204844641779e+01
-8.813813813813813169e+01,-1.924761018473266816e+01
-8.783783783783782440e+01,-1.928140693632301250e+01
-8.753753753753753131e+01,-1.931444096630709240e+01
-8.723723723723722401e+01,-1.934671096794580336e+01
-8.693693693693693092e+01,-1.937821566472299040e+01
-8.663663663663662362e+01,-1.940895381039593914e+01
-8.633633633633633053e+01,-1.943892418904466979e+01
-8.603603603603602323e+01,-1.946812561512005502e+01
-8.573573573573573015e+01,-1.949655693349068031e+01
-8.543543543543542285e+01,-1.952421701948858868e+01
-8.513513513513512976e+01,-1.955110477895372512e+01
-8.483483483483482246e+01,-1.957721914827722998e+01
-8.453453453453452937e+01,-1.960255909444353151e+01
-8.423423423423423628e+01,-1.962712361507118786e+01
-8.393393393393392898e+01,-1.965091173845255312e+01
-8.363363363363363590e+01,-1.967392252359219995e+01
-8.333333333333332860e+01,-1.969615506024415907e+01
-8.303303303303303551e+01,-1.971760846894791541e+01
-8.273273273273272821e+01,-1.973828190106319624e+01
-8.243243243243243512e+01,-1.975817453880355856e+01
-8.213213213213212782e+01,-1.977728559526871166e+01
-8.183183183183182052e+01,-1.979561431447567088e+01
-8.153153153153151322e+01,-1.981315997138863239e+01
-8.123123123123122014e+01,-1.982992187194769684e+01
-8.093093093093092705e+01,-1.984589935309627506e+01
-8.063063063063061975e+01,-1.986109178280735321e+01
-8.033033033033032666e+01,-1.987549856010848259e+01
-8.003003003003001936e+01,-1.988911911510555086e+01
-7.972972972972972627e+01,-1.990195290900531688e+01
-7.942942942942941897e+01,-1.991399943413675189e+01
-7.912912912912912589e+01,-1.992525821397108743e+01
-7.882882882882881859e+01,-1.993572880314068740e+01
-7.852852852852852550e+01,-1.994541078745665175e+01
-7.822822822822821820e+01,-1.995430378392522641e+01
-7.792792792792792511e+01,-1.996240744076292728e+01
-7.762762762762763202e+01,-1.996972143741044547e+01
-7.732732732732732472e+01,-1.997624548454538385e+01
-7.702702702702703164e+01,-1.998197932409362565e+01
-7.672672672672672434e+01,-1.998692272923961610e+01
-7.642642642642643125e+01,-1.999107550443527614e+01
-7.612612612612612395e+01,-1.999443748540777577e+01
-7.582582582582581665e+01,-1.999700853916600707e+01
-7.552552552552550935e+01,-1.999878856400587424e+01
-7.522522522522521626e+01,-1.999977748951427969e+01
-7.492492492492490896e+01,-1.999997527657194851e+01
-7.462462462462461588e+01,-1.999938191735493476e+01
-7.432432432432432279e+01,-1.999799743533497676e+01
-7.402402402402401549e+01,-1.999582188527852011e+01
-7.372372372372372240e+01,-1.999285535324460028e+01
-7.342342342342341510e+01,-1.998909795658138222e+01
-7.312312312312312201e+01,-1.998454984392158806e+01
-7.282282282282281471e+01,-1.997921119517654631e+01
-7.252252252252252163e+01,-1.997308222152912549e+01
-7.222222222222221433e+01,-1.996616316542536040e+01
-7.192192192192192124e+01,-1.995845430056486336e+01
-7.162162162162161394e+01,-1.994995593188999194e+01
-7.132132132132132085e+01,-1.994066839557380533e+01
-7.102102102102101355e+01,-1.993059205900673447e+01
-7.072072072072072046e+01,-1.991972732078208708e+01
-7.042042042042042738e+01,-1.990807461068024864e+01
-7.012012012012010587e+01,-1.989563438965170405e+01
-6.981981981981981278e+01,-1.988240714979878376e+01
-6.951951951951950548e+01,-1.986839341435621265e+01
-6.921921921921921239e+01,-1.985359373767040481e+01
-6.891891891891890509e+01,-1.983800870517753623e+01
-6.861861861861861200e+01,-1.982163893338039173e+01
-6.831831831831830470e+01,-1.980448506982396850e+01
-6.801801801801801162e+01,-1.978654779306986811e+01
-6.771771771771771853e+01,-1.976782781266945221e+01
-6.741741741741741123e+01,-1.974832586913577614e+01
-6.711711711711711814e+01,-1.972804273391429319e+01
-6.681681681681681084e+01,-1.970697920935232617e+01
-6.651651651651651775e+01,-1.968513612866737006e+01
-6.621621621621621046e+01,-1.966251435591408381e+01
-6.591591591591591737e+01,-1.963911478595013449e+01
-6.561561561561561007e+01,-1.961493834440079098e+01
-6.531531531531531698e+01,-1.958998598762232746e+01
-6.501501501501500968e+01,-1.956425870266416567e+01
-6.471471471471471659e+01,-1.953775750722985194e+01
-6.441441441441440929e+01,-1.951048344963677295e+01
-6.411411411411410199e+01,-1.948243760877472042e+01
-6.381381381381380180e+01,-1.945362109406319817e+01
-6.351351351351350161e+01,-1.942403504540752124e+01
-6.321321321321320141e+01,-1.939368063315374968e+01
-6.291291291291290122e+01,-1.936255905804237543e+01
-6.261261261261260813e+01,-1.933067155116082247e+01
-6.231231231231230794e+01,-1.929801937389477828e+01
-6.201201201201200774e+01,-1.926460381787824971e+01
-6.171171171171170755e+01,-1.923042620494250698e+01
-6.141141141141140736e+01,-1.919548788706378417e+01
-6.111111111111110716e+01,-1.915979024630977889e+01
-6.081081081081080697e+01,-1.912333469478501868e+01
-6.051051051051050678e+01,-1.908612267457497680e+01
-6.021021021021020658e+01,-1.904815565768902985e+01
-5.990990990990990639e+01,-1.900943514600222883e+01
-5.960960960960960620e+01,-1.896996267119590129e+01
-5.930930930930931311e+01,-1.892973979469704560e+01
-5.900900900900901291e+01,-1.888876810761657765e+01
-5.870870870870871272e+01,-1.884704923068637328e+01
-5.840840840840841253e+01,-1.880458481419517724e+01
-5.810810810810809812e+01,-1.876137653792331506e+01
-5.780780780780779793e+01,-1.871742611107623944e+01
-5.750750750750749773e+01,-1.867273527221691864e+01
-5.720720720720719754e+01,-1.862730578919708435e+01
-5.690690690690689735e+01,-1.858113945908725384e+01
-5.660660660660659715e+01,-1.853423810810569705e+01
-5.630630630630629696e+01,-1.848660359154616373e+01
-5.600600600600600387e+01,-1.843823779370449856e+01
-5.570570570570570368e+01,-1.838914262780410525e+01
-5.540540540540540349e+01,-1.833932003592026660e+01
-5.510510510510510329e+01,-1.828877198890331002e+01
-5.480480480480480310e+01,-1.823750048630067511e+01
-5.450450450450450290e+01,-1.818550755627776638e+01
-5.420420420420420271e+01,-1.813279525553778626e+01
-5.390390390390390252e+01,-1.807936566924031752e+01
-5.360360360360360232e+01,-1.802522091091889678e+01
-5.330330330330330213e+01,-1.797036312239734457e+01
-5.300300300300300194e+01,-1.791479447370510769e+01
-5.270270270270270885e+01,-1.785851716299136882e+01
-5.240240240240239444e+01,-1.780153341643811515e+01
-5.210210210210209425e+01,-1.774384548817207730e+01
-5.180180180180179406e+01,-1.768545566017554904e+01
-5.150150150150149386e+01,-1.762636624219613779e+01
-5.120120120120119367e+01,-1.756657957165537098e+01
-5.090090090090089348e+01,-1.750609801355625805e+01
-5.060060060060059328e+01,-1.744492396038972259e+01
-5.030030030030029309e+01,-1.738305983203997229e+01
-4.999999999999999289e+01,-1.732050807568877460e+01
-4.969969969969969270e+01,-1.725727116571862041e+01
-4.939939939939939961e+01,-1.719335160361490367e+01
-4.909909909909909942e+01,-1.712875191786691786e+01
-4.879879879879879923e+01,-1.706347466386785428e+01
-4.849849849849849903e+01,-1.699752242381373080e+01
-4.819819819819819884e+01,-1.693089780660121235e+01
-4.789789789789789864e+01,-1.686360344772444719e+01
-4.759759759759759845e+01,-1.679564200917079830e+01
-4.729729729729729826e+01,-1.672701617931551965e+01
-4.699699699699699806e+01,-1.665772867281546965e+01
-4.669669669669669787e+01,-1.658778223050165579e+01
-4.639639639639639057e+01,-1.651717961927086264e+01
-4.609609609609609038e+01,-1.644592363197618567e+01
-4.579579579579579018e+01,-1.637401708731656313e+01
-4.549549549549548999e+01,-1.630146282972524219e+01
-4.519519519519518980e+01,-1.622826372925731420e+01
-4.489489489489488960e+01,-1.615442268147613802e+01
-4.459459459459458941e+01,-1.607994260733880765e+01
-4.429429429429428922e+01,-1.600482645308063923e+01
-4.399399399399398902e+01,-1.592907719009857814e+01
-4.369369369369368883e+01,-1.585269781483369300e+01
-4.339339339339338864e+01,-1.577569134865262868e+01
-4.309309309309308844e+01,-1.569806083772808591e+01
-4.279279279279279535e+01,-1.561980935291834882e+01
-4.249249249249249516e+01,-1.554093998964576784e+01
-4.219219219219219497e+01,-1.546145586777435277e+01
-4.189189189189189477e+01,-1.538136013148633552e+01
-4.159159159159159458e+01,-1.530065594915780203e+01
-4.129129129129129439e+01,-1.521934651323334897e+01
-4.099099099099099419e+01,-1.513743504009983631e+01
-4.069069069069069400e+01,-1.505492476995909534e+01
-4.039039039039037959e+01,-1.497181896669980716e+01
-4.009009009009007940e+01,-1.488812091776837576e+01
-3.978978978978977921e+01,-1.480383393403887027e+01
-3.948948948948948612e+01,-1.471896134968206660e+01
-3.918918918918918592e+01,-1.463350652203356539e+01
-3.888888888888888573e+01,-1.454747283146097381e+01
-3.858858858858858554e+01,-1.446086368123018318e+01
-3.828828828828828534e+01,-1.437368249737076553e+01
-3.798798798798798515e+01,-1.428593272854041807e+01
-3.768768768768768496e+01,-1.419761784588857090e+01
-3.738738738738738476e+01,-1.410874134291906223e+01
-3.708708708708708457e+01,-1.401930673535195027e+01
-3.678678678678678438e+01,-1.392931756098443508e+01
-3.648648648648648418e+01,-1.383877737955092257e+01
-3.618618618618619109e+01,-1.374768977258220737e+01
-3.588588588588589090e+01,-1.365605834326378165e+01
-3.558558558558559071e+01,-1.356388671629332876e+01
-3.528528528528529051e+01,-1.347117853773731788e+01
-3.498498498498499032e+01,-1.337793747488679230e+01
-3.468468468468467591e+01,-1.328416721611227835e+01
-3.438438438438437572e+01,-1.318987147071791455e+01
-3.408408408408407553e+01,-1.309505396879469785e+01
-3.378378378378377533e+01,-1.299971846107293061e+01
-3.348348348348347514e+01,-1.290386871877386632e+01
-3.318318318318317495e+01,-1.280750853346051699e+01
-3.288288288288288186e+01,-1.271064171688768063e+01
-3.258258258258258167e+01,-1.261327210085114281e+01
-3.228228228228228147e+01,-1.251540353703611785e+01
-3.198198198198198128e+01,-1.241703989686487297e+01
-3.168168168168168108e+01,-1.231818507134359031e+01
-3.138138138138138089e+01,-1.221884297090845806e+01
-3.108108108108108070e+01,-1.211901752527096399e+01
-3.078078078078078050e+01,-1.201871268326246067e+01
-3.048048048048048386e+01,-1.191793241267795622e+01
-3.018018018018018367e+01,-1.181668070011915894e+01
-2.987987987987988348e+01,-1.171496155083679014e+01
-2.957957957957958328e+01,-1.161277898857211177e+01
-2.927927927927928309e+01,-1.151013705539780219e+01
-2.897897897897898289e+01,-1.140703981155802893e+01
-2.867867867867867204e+01,-1.130349133530785366e+01
-2.837837837837837185e+01,-1.119949572275190519e+01
-2.807807807807807166e+01,-1.109505708768233845e+01
-2.777777777777777146e+01,-1.099017956141611840e+01
-2.747747747747748548e+01,-1.088486729263158281e+01
-2.717717717717717463e+01,-1.077912444720432816e+01
-2.687687687687688864e+01,-1.067295520804245079e+01
-2.657657657657657424e+01,-1.056636377492102774e+01
-2.627627627627628826e+01,-1.045935436431605403e+01
-2.597597597597597385e+01,-1.035193120923756638e+01
-2.567567567567566300e+01,-1.024409855906228195e+01
-2.537537537537537702e+01,-1.013586067936545199e+01
-2.507507507507506261e+01,-1.002722185175211322e+01
-2.477477477477477663e+01,-9.918186373687790436e+00
-2.447447447447446223e+01,-9.808758558328404931e+00
-2.417417417417417624e+01,-9.698942734349754957e+00
-2.387387387387386539e+01,-9.588743245776189639e+00
-2.357357357357357941e+01,-9.478164451808865465e+00
-2.327327327327326500e+01,-9.367210726653208752e+00
-2.297297297297297902e+01,-9.255886459345981976e+00
-2.267267267267266462e+01,-9.144196053581577388e+00
-2.237237237237237863e+01,-9.032143927537903849e+00
-2.207207207207206778e+01,-8.919734513701518708e+00
-2.177177177177178180e+01,-8.806972258692388422e+00
-2.147147147147146740e+01,-8.693861623087910218e+00
-2.117117117117118141e+01,-8.580407081246532286e+00
-2.087087087087086701e+01,-8.466613121130688313e+00
-2.057057057057058103e+01,-8.352484244129342983e+00
-2.027027027027027017e+01,-8.238024964879850032e+00
-1.996996996996998419e+01,-8.123239811089455031e+00
-1.966966966966966979e+01,-8.008133323356078748e+00
-1.936936936936935538e+01,-7.892710054988811841e+00
-1.906906906906906940e+01,-7.776974571827751426e+00
-1.876876876876875855e+01,-7.660931452063349134e+00
-1.846846846846847257e+01,-7.544585286055398576e+00
-1.816816816816815816e+01,-7.427940676151357557e+00
-1.786786786786787218e+01,-7.311002236504382523e+00
-1.756756756756755777e+01,-7.193774592890711084e+00
-1.726726726726727179e+01,-7.076262382526776307e+00
-1.696696696696696094e+01,-6.958470253885675305e+00
-1.666666666666667496e+01,-6.840402866513377589e+00
-1.636636636636636055e+01,-6.722064890844318796e+00
-1.606606606606607457e+01,-6.603461008016738631e+00
-1.576576576576576194e+01,-6.484595909687416615e+00
-1.546546546546547596e+01,-6.365474297846175133e+00
-1.516516516516516333e+01,-6.246100884629787409e+00
-1.486486486486487735e+01,-6.126480392135673192e+00
-1.456456456456456294e+01,-6.006617552235009150e+00
-1.426426426426427696e+01,-5.886517106385641185e+00
-1.396396396396396433e+01,-5.766183805444436317e+00
-1.366366366366365170e+01,-5.645622409479427617e+00
-1.336336336336336572e+01,-5.524837687581488410e+00
-1.306306306306305132e+01,-5.403834417675636992e+00
-1.276276276276276533e+01,-5.282617386332127296e+00
-1.246246246246245271e+01,-5.161191388577001327e+00
-1.216216216216216672e+01,-5.039561227702505697e+00
-1.186186186186185409e+01,-4.917731715077001908e+00
-1.156156156156156811e+01,-4.795707669954722085e+00
-1.126126126126125548e+01,-4.673493919285045095e+00
-1.096096096096096950e+01,-4.551095297521650096e+00
-1.066066066066065510e+01,-4.428516646431180703e+00
-1.036036036036036911e+01,-4.305762814901809676e+00
-1.006006006006005649e+01,-4.182838658751345307e+00
-9.759759759759770503e+00,-4.059749040535230336e+00
-9.459459459459457875e+00,-3.936498829354107443e+00
-9.159159159159171892e+00,-3.813092900661295470e+00
-8.858858858858857488e+00,-3.689536136069846428e+00
-8.558558558558571505e+00,-3.565833423159525228e+00
-8.258258258258258877e+00,-3.441989655283380856e+00
-7.957957957957945361e+00,-3.318009731374261584e+00
-7.657657657657659378e+00,-3.193898555750988688e+00
-7.357357357357346750e+00,-3.069661037924320990e+00
-7.057057057057060767e+00,-2.945302092402824812e+00
-6.756756756756747251e+00,-2.820826638498382444e+00
-6.456456456456461268e+00,-2.696239600131685954e+00
-6.156156156156148640e+00,-2.571545905637370844e+00
-5.855855855855861769e+00,-2.446750487569146593e+00
-5.555555555555549141e+00,-2.321858282504602133e+00
-5.255255255255263158e+00,-2.196874230850003773e+00
-4.954954954954949642e+00,-2.071803276644784031e+00
-4.654654654654663659e+00,-1.946650367366056233e+00
-4.354354354354351031e+00,-1.821420453732814915e+00
-4.054054054054065048e+00,-1.696118489510187732e+00
-3.753753753753751532e+00,-1.570749431313391398e+00
-3.453453453453465549e+00,-1.445318238411744893e+00
-3.153153153153152477e+00,-1.319829872532409798e+00
